Query,Response
What are the symptoms of diabetes?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What foods are good for heart health?,"Yes, chronic stress can lead to elevated blood pressure over time."
What foods are good for heart health?,"Rest, stay hydrated, and use over-the-counter medications if needed."
Can stress cause high blood pressure?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What should I do if I have a fever?,Drinking about 8-10 glasses of water daily is generally recommended.
What are the symptoms of diabetes?,The average normal body temperature is around 98.6°F (37°C).
Can stress cause high blood pressure?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
How do I treat a sprained ankle?,The average normal body temperature is around 98.6°F (37°C).
What should I do if I have a fever?,Drinking about 8-10 glasses of water daily is generally recommended.
How much water should I drink daily?,"Exercise, reduce salt intake, and manage stress levels."
What should I do if I have a fever?,"Yes, chronic stress can lead to elevated blood pressure over time."
Can I take ibuprofen for a headache?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What is the normal body temperature?,Drinking about 8-10 glasses of water daily is generally recommended.
Can stress cause high blood pressure?,The average normal body temperature is around 98.6°F (37°C).
How much water should I drink daily?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
What foods are good for heart health?,"Common symptoms include increased thirst, frequent urination, and fatigue."
Can stress cause high blood pressure?,"Common symptoms include increased thirst, frequent urination, and fatigue."
What are the side effects of antibiotics?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
What are the side effects of antibiotics?,Drinking about 8-10 glasses of water daily is generally recommended.
What are the side effects of antibiotics?,"Yes, chronic stress can lead to elevated blood pressure over time."
What are the side effects of antibiotics?,"Yes, chronic stress can lead to elevated blood pressure over time."
What are the side effects of antibiotics?,The average normal body temperature is around 98.6°F (37°C).
What should I do if I have a fever?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
What are the symptoms of diabetes?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
What are the side effects of antibiotics?,"Side effects may include nausea, diarrhea, or allergic reactions."
Can stress cause high blood pressure?,"Common symptoms include increased thirst, frequent urination, and fatigue."
What are the side effects of antibiotics?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
What foods are good for heart health?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What should I do if I have a fever?,"Yes, chronic stress can lead to elevated blood pressure over time."
Can stress cause high blood pressure?,"Side effects may include nausea, diarrhea, or allergic reactions."
What are the symptoms of diabetes?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
What is the normal body temperature?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What should I do if I have a fever?,"Exercise, reduce salt intake, and manage stress levels."
What are the symptoms of diabetes?,The average normal body temperature is around 98.6°F (37°C).
Can stress cause high blood pressure?,The average normal body temperature is around 98.6°F (37°C).
What should I do if I have a fever?,"Side effects may include nausea, diarrhea, or allergic reactions."
How can I lower my blood pressure?,"Rest, stay hydrated, and use over-the-counter medications if needed."
How can I lower my blood pressure?,"Side effects may include nausea, diarrhea, or allergic reactions."
What foods are good for heart health?,Drinking about 8-10 glasses of water daily is generally recommended.
What are the side effects of antibiotics?,The average normal body temperature is around 98.6°F (37°C).
What should I do if I have a fever?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
Can stress cause high blood pressure?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
Can I take ibuprofen for a headache?,The average normal body temperature is around 98.6°F (37°C).
How much water should I drink daily?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
What are the symptoms of diabetes?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
How do I treat a sprained ankle?,"Rest, stay hydrated, and use over-the-counter medications if needed."
How do I treat a sprained ankle?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
What should I do if I have a fever?,"Yes, chronic stress can lead to elevated blood pressure over time."
What is the normal body temperature?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
What are the symptoms of diabetes?,"Exercise, reduce salt intake, and manage stress levels."
What is the normal body temperature?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
How much water should I drink daily?,"Rest, stay hydrated, and use over-the-counter medications if needed."
How can I lower my blood pressure?,"Side effects may include nausea, diarrhea, or allergic reactions."
What are the symptoms of diabetes?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
How much water should I drink daily?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
What are the side effects of antibiotics?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
What are the symptoms of diabetes?,"Common symptoms include increased thirst, frequent urination, and fatigue."
Can I take ibuprofen for a headache?,"Common symptoms include increased thirst, frequent urination, and fatigue."
How do I treat a sprained ankle?,"Exercise, reduce salt intake, and manage stress levels."
What foods are good for heart health?,Drinking about 8-10 glasses of water daily is generally recommended.
How do I treat a sprained ankle?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What are the symptoms of diabetes?,Drinking about 8-10 glasses of water daily is generally recommended.
Can stress cause high blood pressure?,"Exercise, reduce salt intake, and manage stress levels."
How do I treat a sprained ankle?,"Exercise, reduce salt intake, and manage stress levels."
